"task_type","item","subject","prob","metaprob","binary_outcome"
"Science","gr107","123",0.88,0.93,0
"Science","gr107","124",0.77,0.72,0
"Science","gr107","125",0.95,1,0
"Science","gr107","126",0.98,0.98,0
"Science","gr107","127",0.81,0.89,0
"Science","gr107","129",0.92,0.94,0
"Science","gr107","130",0.93,0.97,0
"Science","gr107","131",0.24,0.25,0
"Science","gr107","132",0.85,0.5,0
"Science","gr107","133",0.95,0.98,0
"Science","gr107","134",0.57,0.57,0
"Science","gr107","135",0.82,0.99,0
"Science","gr107","137",0.41,0.55,0
"Science","gr107","138",0.84,0.74,0
"Science","gr107","139",0.9,0.96,0
"Science","gr107","140",0,0.67,0
"Science","gr107","143",0.89,0.68,0
"Science","gr107","144",0.92,0.88,0
"Science","gr107","145",1,1,0
"Science","gr107","146",0.99,0.93,0
"Science","gr107","147",0.7,0.56,0
"Science","gr107","148",0,0.4,0
"Science","gr107","149",0.51,0.51,0
"Science","gr107","150",0.86,0.76,0
"Science","gr107","151",0.76,0.82,0
"Science","gr107","152",0.42,0.29,0
"Science","gr107","153",0.94,0.93,0
"Science","gr107","154",1,0.4,0
"Science","gr107","155",0.72,0.72,0
"Science","gr107","156",0.95,0.99,0
"Science","gr107","157",0.68,0.73,0
"Science","gr107","158",0.5,0.5,0
"Science","gr107","159",0.63,0.36,0
"Science","gr107","160",0.69,0.65,0
"Science","gr107","161",0.8,0.8,0
"Science","gr107","162",0.78,0.88,0
"Science","gr107","163",0.51,0.62,0
"Science","gr107","164",0.51,0.51,0
"Science","gr107","165",0.91,0.88,0
"Science","gr107","166",0.42,0.35,0
"Science","gr107","168",0.88,0.99,0
"Science","gr107","169",0.88,0.92,0
"Science","gr107","170",0.68,0.77,0
"Science","gr107","171",0.88,0.75,0
"Science","gr107","172",0,0.64,0
"Science","gr107","173",0.8,0.37,0
"Science","gr107","174",0.8,0.9,0
"Science","gr107","175",0.6,0.7,0
"Science","gr107","176",0.7,0.65,0
"Science","gr107","178",0.1,0.25,0
"Science","gr107","179",0.69,0.65,0
"Science","gr108","91",0.84,0.84,0
"Science","gr108","92",0.96,0.84,0
"Science","gr108","93",0.7,0.7,0
"Science","gr108","94",0.9,0.54,0
"Science","gr108","95",0.95,0.95,0
"Science","gr108","96",0.85,0.55,0
"Science","gr108","97",0,0.87,0
"Science","gr108","98",0.17,0.23,0
"Science","gr108","99",0.79,0.74,0
"Science","gr108","100",0.95,0.94,0
"Science","gr108","101",0.73,0.8,0
"Science","gr108","102",0.78,0.69,0
"Science","gr108","103",0.98,0.92,0
"Science","gr108","104",0.3,0.31,0
"Science","gr108","105",0.87,0.93,0
"Science","gr108","106",0.97,0.89,0
"Science","gr108","107",0.78,0.7,0
"Science","gr108","108",0.8,0.82,0
"Science","gr108","109",0.93,0.97,0
"Science","gr108","110",0.7,0.75,0
"Science","gr108","112",0.96,0.91,0
"Science","gr108","113",0.97,0.96,0
"Science","gr108","115",0.1,0.77,0
"Science","gr108","116",0.4,0.5,0
"Science","gr108","117",0.62,0.55,0
"Science","gr108","118",0.95,0.99,0
"Science","gr108","121",0.76,0.68,0
"Science","gr108","122",0.81,0.96,0
"Science","gr108","123",0.98,0.99,0
"Science","gr108","124",0.83,0.78,0
"Science","gr108","126",0.98,0.98,0
"Science","gr108","127",0.89,0.8,0
"Science","gr108","128",0.35,0.37,0
"Science","gr108","130",0.93,0.97,0
"Science","gr108","132",0.7,0.25,0
"Science","gr108","134",0.61,0.62,0
"Science","gr108","135",0.82,0.94,0
"Science","gr108","136",1,0.66,0
"Science","gr108","137",0.5,0.53,0
"Science","gr108","138",0.8,0.84,0
"Science","gr108","139",0.88,0.95,0
"Science","gr108","140",1,0.82,0
"Science","gr108","142",0.83,0.92,0
"Science","gr108","144",0.18,0.16,0
"Science","gr108","145",1,1,0
"Science","gr108","146",0.99,0.94,0
"Science","gr108","147",0.6,0.51,0
"Science","gr108","148",0,0.2,0
"Science","gr108","149",0.17,0.23,0
"Science","gr108","150",0,0.31,0
"Science","gr108","151",0.86,0.78,0
"Science","gr108","152",0.71,0.71,0
"Science","gr108","154",1,0.37,0
"Science","gr108","155",0.72,0.76,0
"Science","gr108","157",0.1,0.56,0
"Science","gr108","158",0.5,0.5,0
"Science","gr108","160",0.46,0.34,0
"Science","gr108","161",0.86,0.84,0
"Science","gr108","162",0.37,0.82,0
"Science","gr108","163",0.51,0.51,0
"Science","gr108","165",0.83,0.76,0
"Science","gr108","166",0.73,0.68,0
"Science","gr108","167",0.74,0.76,0
"Science","gr108","168",0.93,0.83,0
"Science","gr108","170",0.66,0.85,0
"Science","gr108","171",1,0.8,0
"Science","gr108","172",0.28,0.52,0
"Science","gr108","173",0.34,0.69,0
"Science","gr108","174",0.5,0.67,0
"Science","gr108","175",0.61,0.68,0
"Science","gr108","176",0.7,0.67,0
"Science","gr108","178",0.95,0.75,0
"Science","gr108","179",0.2,0.35,0
"Science","gr109","91",0.1,0.92,0
"Science","gr109","92",0.87,0.98,0
"Science","gr109","93",0.76,0.74,0
"Science","gr109","94",0.5,0.5,0
"Science","gr109","95",0.29,0.18,0
"Science","gr109","96",1,0.65,0
"Science","gr109","97",0.1,0.51,0
"Science","gr109","99",0.86,0.79,0
"Science","gr109","100",0,0.15,0
"Science","gr109","101",0.63,0.81,0
"Science","gr109","102",0.61,0.62,0
"Science","gr109","103",0.82,0.82,0
"Science","gr109","104",0.72,0.72,0
"Science","gr109","105",0.94,0.95,0
"Science","gr109","106",0.96,0.89,0
"Science","gr109","108",0.81,0.73,0
"Science","gr109","110",0.1,0.25,0
"Science","gr109","113",0.94,0.96,0
"Science","gr109","115",0.25,0.43,0
"Science","gr109","116",0.3,0.3,0
"Science","gr109","117",0.6,0.51,0
"Science","gr109","118",0.94,0.99,0
"Science","gr109","120",0.33,0.82,0
"Science","gr109","123",0.98,0.95,0
"Science","gr109","124",0.83,0.75,0
"Science","gr109","125",0.86,0.99,0
"Science","gr109","126",0.99,0.98,0
"Science","gr109","127",0.89,0.83,0
"Science","gr109","128",0.6,0.64,0
"Science","gr109","129",0.87,0.93,0
"Science","gr109","130",0.94,0.9,0
"Science","gr109","131",0.51,0.72,0
"Science","gr109","132",0.75,0.05,0
"Science","gr109","133",0.97,0.99,0
"Science","gr109","134",0.29,0.29,0
"Science","gr109","135",1,0.87,0
"Science","gr109","136",1,0.37,0
"Science","gr109","137",0.45,0.36,0
"Science","gr109","138",0.75,0.86,0
"Science","gr109","139",0.91,0.97,0
"Science","gr109","140",0.1,0.22,0
"Science","gr109","143",0.67,0.79,0
"Science","gr109","144",0.23,0.21,0
"Science","gr109","145",1,1,0
"Science","gr109","146",0.98,0.93,0
"Science","gr109","147",0.7,0.72,0
"Science","gr109","148",0.19,0.4,0
"Science","gr109","149",0.34,0.51,0
"Science","gr109","150",0,0.3,0
"Science","gr109","151",0.8,0.75,0
"Science","gr109","152",0.43,0.35,0
"Science","gr109","154",0.73,0.37,0
"Science","gr109","155",0.77,0.8,0
"Science","gr109","156",0.92,0.99,0
"Science","gr109","157",0.55,0.64,0
"Science","gr109","158",0.25,0.25,0
"Science","gr109","159",0.8,0.59,0
"Science","gr109","160",0.18,0.27,0
"Science","gr109","161",0.35,0.29,0
"Science","gr109","162",0.77,0.91,0
"Science","gr109","163",0.51,0.51,0
"Science","gr109","165",0.31,0.24,0
"Science","gr109","167",0.23,0.69,0
"Science","gr109","171",1,0.81,0
"Science","gr109","172",0.42,0.63,0
"Science","gr109","173",0.64,0.76,0
"Science","gr109","174",0.5,0.12,0
"Science","gr109","175",0.66,0.9,0
"Science","gr109","176",0.47,0.52,0
"Science","gr109","178",0.05,0.1,0
"Science","gr109","179",0.6,0.66,0
"Science","gr11","1",0,0.5,1
"Science","gr11","2",0.91,0.9,1
"Science","gr11","3",0.83,0.87,1
"Science","gr11","5",0.92,0.7,1
"Science","gr11","6",0,0.03,1
"Science","gr11","7",0.5,0.51,1
"Science","gr11","8",0.38,0.71,1
"Science","gr11","9",0.55,0.65,1
"Science","gr11","10",0.95,0.91,1
"Science","gr11","11",1,0.61,1
"Science","gr11","12",0.16,0.9,1
"Science","gr11","13",0.42,0.37,1
"Science","gr11","14",0,0.04,1
"Science","gr11","15",0.73,0.66,1
"Science","gr11","16",0.6,0.61,1
"Science","gr11","19",0.7,0.6,1
"Science","gr11","20",0.84,1,1
"Science","gr11","21",1,0.34,1
"Science","gr11","22",0.65,0.55,1
"Science","gr11","23",0.85,0.67,1
"Science","gr11","24",1,0.91,1
"Science","gr11","25",0.01,0.23,1
"Science","gr11","26",0.97,0.75,1
"Science","gr11","27",0.88,0.82,1
"Science","gr11","28",0.43,0.58,1
"Science","gr11","29",0.83,0.7,1
"Science","gr11","30",1,0.9,1
"Science","gr11","31",0.98,0.8,1
"Science","gr11","32",0.99,0.99,1
"Science","gr11","33",0.76,0.63,1
"Science","gr11","34",0.75,0.63,1
"Science","gr11","35",0.9,0.7,1
"Science","gr11","36",1,1,1
"Science","gr11","38",1,0.85,1
"Science","gr11","39",0.98,0.98,1
"Science","gr11","40",0.95,0.84,1
"Science","gr11","41",0.96,0.9,1
"Science","gr11","42",0.95,0.6,1
"Science","gr11","43",0.92,0.68,1
"Science","gr11","44",0.82,0.67,1
"Science","gr11","46",0.36,0.41,1
"Science","gr11","47",0.84,0.93,1
"Science","gr11","48",0.72,0.68,1
"Science","gr11","50",0.88,0.76,1
"Science","gr11","51",0.73,0.72,1
"Science","gr11","52",0.76,0.69,1
"Science","gr11","53",0.61,0.59,1
"Science","gr11","55",0.93,0.92,1
"Science","gr11","56",0.86,0.89,1
"Science","gr11","57",0.5,0.5,1
"Science","gr11","58",0.99,0.9,1
"Science","gr11","59",0.83,0.86,1
"Science","gr11","60",0.94,0.81,1
"Science","gr11","61",1,0.89,1
"Science","gr11","62",0.75,0.73,1
"Science","gr11","63",0.37,0.26,1
"Science","gr11","64",0.31,0.23,1
"Science","gr11","65",0.8,0.93,1
"Science","gr11","66",0.31,0.3,1
"Science","gr11","67",0.97,0.99,1
"Science","gr11","68",0.93,0.67,1
"Science","gr11","69",1,0.92,1
"Science","gr11","70",0.93,0.95,1
"Science","gr11","71",0.97,0.97,1
"Science","gr11","73",0.65,0.49,1
"Science","gr11","75",0.91,0.86,1
"Science","gr11","76",0.68,0.59,1
"Science","gr11","78",0.83,0.93,1
"Science","gr11","79",0.8,0.3,1
"Science","gr11","80",0.7,0.94,1
"Science","gr11","81",0.51,0.51,1
"Science","gr11","82",0.75,0.82,1
"Science","gr11","83",0.78,0.96,1
"Science","gr11","84",0.16,0.84,1
"Science","gr11","85",0.9,0.6,1
"Science","gr11","86",0.46,0.35,1
"Science","gr11","87",0.09,0.06,1
"Science","gr11","88",0.93,0.82,1
"Science","gr11","89",0.7,0.5,1
"Science","gr11","90",0,0,1
"Science","gr110","91",0.25,0.73,0
"Science","gr110","92",0.08,0.87,0
"Science","gr110","95",0.96,0.97,0
"Science","gr110","96",0.2,0.43,0
"Science","gr110","97",0.02,0.05,0
"Science","gr110","98",0.45,0.34,0
"Science","gr110","100",0,0.05,0
"Science","gr110","101",0.82,0.78,0
"Science","gr110","104",0.3,0.2,0
"Science","gr110","105",0.92,0.94,0
"Science","gr110","106",0.94,0.97,0
"Science","gr110","109",0.95,0.95,0
"Science","gr110","110",0,0.05,0
"Science","gr110","111",0.51,0.42,0
"Science","gr110","112",0.96,0.94,0
"Science","gr110","115",0.01,0.07,0
"Science","gr110","116",0,0.1,0
"Science","gr110","117",0.35,0.39,0
"Science","gr110","120",0.91,0.47,0
"Science","gr110","122",0.81,0.95,0
"Science","gr110","123",0.94,0.96,0
"Science","gr110","124",0.68,0.75,0
"Science","gr110","126",0.18,0.06,0
"Science","gr110","127",0.83,0.8,0
"Science","gr110","128",0.65,0.62,0
"Science","gr110","129",0.88,0.93,0
"Science","gr110","130",0.93,0.97,0
"Science","gr110","132",0.25,0.15,0
"Science","gr110","133",0.98,0.98,0
"Science","gr110","134",0.04,0.03,0
"Science","gr110","135",0.97,0.81,0
"Science","gr110","136",0,0,0
"Science","gr110","137",0.2,0.18,0
"Science","gr110","138",0.25,0.23,0
"Science","gr110","139",0.92,0.97,0
"Science","gr110","140",0,0,0
"Science","gr110","142",0.78,0.9,0
"Science","gr110","143",0.88,0.7,0
"Science","gr110","144",0.22,0.17,0
"Science","gr110","147",0.6,0.57,0
"Science","gr110","148",0,0.05,0
"Science","gr110","149",0,0.02,0
"Science","gr110","150",0.1,0.18,0
"Science","gr110","151",0.71,0.8,0
"Science","gr110","152",0.51,0.51,0
"Science","gr110","154",0.22,0.65,0
"Science","gr110","155",0.49,0.52,0
"Science","gr110","156",0.91,0.99,0
"Science","gr110","157",0.23,0.4,0
"Science","gr110","158",0,0,0
"Science","gr110","159",0.89,0.68,0
"Science","gr110","160",0.23,0.3,0
"Science","gr110","161",1,1,0
"Science","gr110","162",0.64,0.85,0
"Science","gr110","163",0.39,0.53,0
"Science","gr110","165",0,0.16,0
"Science","gr110","166",0.37,0.51,0
"Science","gr110","167",0.43,0.6,0
"Science","gr110","168",0.91,0.87,0
"Science","gr110","171",0.72,0.65,0
"Science","gr110","172",0.12,0.39,0
"Science","gr110","173",0.35,0.61,0
"Science","gr110","174",0,1,0
"Science","gr110","175",0.91,0.8,0
"Science","gr110","176",0.39,0.39,0
"Science","gr110","178",0.05,0.1,0
"Science","gr110","179",0.09,0.15,0
"Science","gr111","91",0.86,0.87,1
"Science","gr111","92",0.96,0.93,1
"Science","gr111","93",0.72,0.68,1
"Science","gr111","94",0.85,0.56,1
"Science","gr111","95",0.97,1,1
"Science","gr111","96",0.83,0.67,1
"Science","gr111","97",0.97,0.97,1
"Science","gr111","98",0.73,0.67,1
"Science","gr111","99",0.79,0.69,1
"Science","gr111","100",1,1,1
"Science","gr111","101",0.25,0.44,1
"Science","gr111","102",1,1,1
"Science","gr111","103",0.97,0.92,1
"Science","gr111","104",0.91,0.92,1
"Science","gr111","105",0.96,0.96,1
"Science","gr111","106",0.93,0.95,1
"Science","gr111","107",0.66,0.85,1
"Science","gr111","108",0.96,0.79,1
"Science","gr111","109",0.93,0.95,1
"Science","gr111","110",1,0.85,1
"Science","gr111","112",0.96,0.97,1
"Science","gr111","113",0.98,0.96,1
"Science","gr111","115",1,1,1
"Science","gr111","116",1,1,1
"Science","gr111","117",0.83,0.77,1
"Science","gr111","119",0.4,0.66,1
"Science","gr111","120",0.73,0.57,1
"Science","gr111","121",0.7,0.71,1
"Science","gr111","123",0.97,0.95,1
"Science","gr111","124",0.85,0.79,1
"Science","gr111","125",0.86,0.99,1
"Science","gr111","126",0.97,0.99,1
"Science","gr111","127",0.88,0.89,1
"Science","gr111","128",0.68,0.69,1
"Science","gr111","130",0.92,0.97,1
"Science","gr111","131",1,0.95,1
"Science","gr111","132",0.85,0.65,1
"Science","gr111","133",0.94,1,1
"Science","gr111","134",0.76,0.77,1
"Science","gr111","135",0.76,0.93,1
"Science","gr111","137",0.8,0.66,1
"Science","gr111","138",0.91,0.8,1
"Science","gr111","139",0.88,0.92,1
"Science","gr111","140",1,0.79,1
"Science","gr111","141",0.68,0.67,1
"Science","gr111","142",0.79,0.85,1
"Science","gr111","144",0.94,0.89,1
"Science","gr111","145",1,1,1
"Science","gr111","146",0.99,0.93,1
"Science","gr111","147",0.61,0.51,1
"Science","gr111","148",1,1,1
"Science","gr111","149",0.76,0.79,1
"Science","gr111","150",1,0.84,1
"Science","gr111","151",0.84,0.72,1
"Science","gr111","153",0.99,0.99,1
"Science","gr111","154",1,0.64,1
"Science","gr111","155",0.85,0.87,1
"Science","gr111","156",0.92,0.98,1
"Science","gr111","157",0.73,0.7,1
"Science","gr111","158",0.8,0.8,1
"Science","gr111","159",0.79,0.92,1
"Science","gr111","160",0.79,0.68,1
"Science","gr111","161",1,1,1
"Science","gr111","162",0.69,0.79,1
"Science","gr111","163",0.97,0.98,1
"Science","gr111","164",0.95,0.84,1
"Science","gr111","165",0.93,0.85,1
"Science","gr111","166",0.89,0.84,1
"Science","gr111","167",0.74,0.72,1
"Science","gr111","168",1,0.85,1
"Science","gr111","169",0.88,0.94,1
"Science","gr111","170",0.62,0.7,1
"Science","gr111","171",0.97,0.85,1
"Science","gr111","172",1,0.71,1
"Science","gr111","173",0.7,0.8,1
"Science","gr111","174",1,1,1
"Science","gr111","175",0.77,0.72,1
"Science","gr111","176",0.77,0.82,1
"Science","gr111","177",0.85,0.8,1
"Science","gr111","178",0.95,0.95,1
"Science","gr111","179",0.95,0.89,1
"Science","gr112","91",0.51,0.3,1
"Science","gr112","92",0.81,0.83,1
"Science","gr112","93",0.65,0.72,1
"Science","gr112","94",0.8,0.9,1
"Science","gr112","95",0.95,0.99,1
"Science","gr112","96",0,0.14,1
"Science","gr112","97",0.3,0.5,1
"Science","gr112","98",0.28,0.37,1
"Science","gr112","99",0.84,0.7,1
"Science","gr112","100",0.83,0.79,1
"Science","gr112","101",0.43,0.37,1
"Science","gr112","102",0.82,0.73,1
"Science","gr112","103",0.81,0.81,1
"Science","gr112","104",0.8,0.75,1
"Science","gr112","105",0.95,0.95,1
"Science","gr112","106",0.92,0.99,1
"Science","gr112","107",0.73,0.64,1
"Science","gr112","108",0.82,0.81,1
"Science","gr112","109",0.89,0.93,1
"Science","gr112","110",1,0.9,1
"Science","gr112","112",0.97,0.92,1
"Science","gr112","113",0.96,0.97,1
"Science","gr112","114",0.38,0.62,1
"Science","gr112","115",0,0,1
"Science","gr112","118",0.99,0.89,1
"Science","gr112","119",0.6,0.71,1
"Science","gr112","120",0.76,0.41,1
"Science","gr112","121",0.7,0.73,1
"Science","gr112","123",1,0.89,1
"Science","gr112","124",0.79,0.76,1
"Science","gr112","125",0.88,0.98,1
"Science","gr112","126",0.98,0.98,1
"Science","gr112","127",0.78,0.88,1
"Science","gr112","129",0.9,0.91,1
"Science","gr112","130",0.94,0.96,1
"Science","gr112","132",0.25,0.5,1
"Science","gr112","133",0.96,0.99,1
"Science","gr112","134",0.75,0.75,1
"Science","gr112","135",0.96,0.82,1
"Science","gr112","136",0.71,0.51,1
"Science","gr112","137",0.35,0.37,1
"Science","gr112","138",0.78,0.82,1
"Science","gr112","139",0.94,0.85,1
"Science","gr112","140",0.44,0.43,1
"Science","gr112","141",0.74,0.78,1
"Science","gr112","143",0.9,0.71,1
"Science","gr112","144",0.93,0.88,1
"Science","gr112","145",1,1,1
"Science","gr112","146",0.92,0.97,1
"Science","gr112","147",0.64,0.6,1
"Science","gr112","148",1,0.9,1
"Science","gr112","149",0,0,1
"Science","gr112","150",0.81,0.72,1
"Science","gr112","151",0.7,0.71,1
"Science","gr112","153",0.85,0.82,1
"Science","gr112","154",0,0.8,1
"Science","gr112","155",0.85,0.84,1
"Science","gr112","156",0.93,1,1
"Science","gr112","157",0.57,0.67,1
"Science","gr112","158",1,1,1
"Science","gr112","159",0.67,0.78,1
"Science","gr112","160",0.44,0.7,1
"Science","gr112","161",0.87,0.73,1
"Science","gr112","162",0.67,0.9,1
"Science","gr112","163",0.59,0.65,1
"Science","gr112","165",1,0.91,1
"Science","gr112","166",0.51,0.51,1
"Science","gr112","167",0.7,0.76,1
"Science","gr112","168",0.87,0.92,1
"Science","gr112","169",0.89,0.85,1
"Science","gr112","170",0.63,0.43,1
"Science","gr112","171",0.89,0.82,1
"Science","gr112","173",0.67,0.83,1
"Science","gr112","174",0.5,0.77,1
"Science","gr112","175",0.81,0.75,1
"Science","gr112","176",0.5,0.5,1
"Science","gr112","177",0.87,0.79,1
"Science","gr112","178",0.5,0.35,1
"Science","gr112","179",0.91,0.84,1
"Science","gr113","91",0.03,0.34,0
"Science","gr113","92",0.11,0.72,0
"Science","gr113","93",0.64,0.71,0
"Science","gr113","94",0.81,0.65,0
"Science","gr113","95",0.12,0.19,0
"Science","gr113","97",0,0.29,0
"Science","gr113","98",0.81,0.73,0
"Science","gr113","99",0.86,0.78,0
"Science","gr113","100",0,0,0
"Science","gr113","101",0.48,0.36,0
"Science","gr113","102",0.55,0.55,0
"Science","gr113","103",0.51,0.39,0
"Science","gr113","104",0.2,0.59,0
"Science","gr113","105",0.92,0.98,0
"Science","gr113","106",1,0.96,0
"Science","gr113","107",0.77,0.6,0
"Science","gr113","108",0.91,0.81,0
"Science","gr113","109",0.89,0.96,0
"Science","gr113","110",0.4,0.35,0
"Science","gr113","112",0.9,1,0
"Science","gr113","113",0.96,0.99,0
"Science","gr113","115",0,0.02,0
"Science","gr113","116",0.2,0.2,0
"Science","gr113","117",0.59,0.51,0
"Science","gr113","118",1,0.91,0
"Science","gr113","120",0.65,0.42,0
"Science","gr113","121",0.65,0.71,0
"Science","gr113","122",0.85,0.95,0
"Science","gr113","123",0.93,0.99,0
"Science","gr113","124",0.81,0.9,0
"Science","gr113","125",1,0.93,0
"Science","gr113","126",0.99,0.98,0
"Science","gr113","127",0.89,0.94,0
"Science","gr113","129",0.88,0.95,0
"Science","gr113","130",0.9,0.94,0
"Science","gr113","131",0.51,0.71,0
"Science","gr113","132",0,0.4,0
"Science","gr113","133",0.87,0.99,0
"Science","gr113","134",0.68,0.68,0
"Science","gr113","135",0.78,0.99,0
"Science","gr113","136",0,0.17,0
"Science","gr113","137",0.04,0.09,0
"Science","gr113","138",0.17,0.27,0
"Science","gr113","139",0.95,0.84,0
"Science","gr113","140",0,0.74,0
"Science","gr113","142",0.78,0.88,0
"Science","gr113","143",0.77,0.86,0
"Science","gr113","144",0.87,0.87,0
"Science","gr113","145",1,1,0
"Science","gr113","146",0.93,0.99,0
"Science","gr113","147",0.51,0.51,0
"Science","gr113","148",0,0.25,0
"Science","gr113","149",0,0,0
"Science","gr113","150",0.51,0.51,0
"Science","gr113","151",0.82,0.76,0
"Science","gr113","154",0,0.6,0
"Science","gr113","155",0.08,0.06,0
"Science","gr113","157",0.24,0.53,0
"Science","gr113","158",0,0,0
"Science","gr113","160",0.44,0.43,0
"Science","gr113","161",0.36,0.38,0
"Science","gr113","162",0.68,0.85,0
"Science","gr113","163",0.21,0.66,0
"Science","gr113","165",0.02,0.08,0
"Science","gr113","166",0.51,0.59,0
"Science","gr113","167",0.37,0.66,0
"Science","gr113","172",0,0.41,0
"Science","gr113","173",0.39,0.71,0
"Science","gr113","174",0.5,0.41,0
"Science","gr113","175",0.69,0.85,0
"Science","gr113","176",0,0.2,0
"Science","gr113","178",0.05,0.15,0
"Science","gr113","179",0.5,0.53,0
"Science","gr114","91",0.99,0.66,1
"Science","gr114","92",0.74,0.76,1
"Science","gr114","94",0.9,0.97,1
"Science","gr114","95",0.93,0.93,1
"Science","gr114","96",1,0.96,1
"Science","gr114","97",1,0.77,1
"Science","gr114","98",0.87,0.92,1
"Science","gr114","99",0.78,0.92,1
"Science","gr114","100",1,1,1
"Science","gr114","101",0.44,0.54,1
"Science","gr114","102",0.85,0.85,1
"Science","gr114","103",1,1,1
"Science","gr114","104",0.4,0.71,1
"Science","gr114","105",0.37,0.36,1
"Science","gr114","106",0.99,0.94,1
